Date Time,System Marginal Price (SMP),Event occurred at 2019-07-25 22:31:00,Event Message: Battle River 4 online
2019-07-25 21:43:00,28.57
2019-07-25 21:44:00,28.57
2019-07-25 21:45:00,28.57
2019-07-25 21:46:00,28.57
2019-07-25 21:47:00,28.57
2019-07-25 21:48:00,28.57
2019-07-25 21:49:00,28.57
2019-07-25 21:50:00,28.57
2019-07-25 21:51:00,28.57
2019-07-25 21:52:00,28.57
2019-07-25 21:53:00,28.57
2019-07-25 21:54:00,28.57
2019-07-25 21:55:00,28.57
2019-07-25 21:56:00,28.57
2019-07-25 21:57:00,28.57
2019-07-25 21:58:00,28.57
2019-07-25 21:59:00,28.57
2019-07-25 22:00:00,28.57
2019-07-25 22:01:00,28.57
2019-07-25 22:02:00,28.57
2019-07-25 22:03:00,28.57
2019-07-25 22:04:00,28.57
2019-07-25 22:05:00,28.57
2019-07-25 22:06:00,28.57
2019-07-25 22:07:00,28.57
2019-07-25 22:08:00,28.57
2019-07-25 22:09:00,28.57
2019-07-25 22:10:00,28.57
2019-07-25 22:11:00,28.61
2019-07-25 22:12:00,28.61
2019-07-25 22:13:00,28.61
2019-07-25 22:14:00,28.61
2019-07-25 22:15:00,28.61
2019-07-25 22:16:00,28.61
2019-07-25 22:17:00,28.61
2019-07-25 22:18:00,28.61
2019-07-25 22:19:00,28.61
2019-07-25 22:20:00,28.61
2019-07-25 22:21:00,28.61
2019-07-25 22:22:00,28.61
2019-07-25 22:23:00,28.61
2019-07-25 22:24:00,28.61
2019-07-25 22:25:00,28.61
2019-07-25 22:26:00,28.61
2019-07-25 22:27:00,28.61
2019-07-25 22:28:00,28.61
2019-07-25 22:29:00,28.61
2019-07-25 22:30:00,28.61
2019-07-25 22:31:00,28.61
2019-07-25 22:32:00,28.61
2019-07-25 22:33:00,28.61
2019-07-25 22:34:00,28.61
2019-07-25 22:35:00,28.61
2019-07-25 22:36:00,28.61
2019-07-25 22:37:00,28.61
2019-07-25 22:38:00,28.61
2019-07-25 22:39:00,28.61
2019-07-25 22:40:00,28.61
2019-07-25 22:41:00,28.61
2019-07-25 22:42:00,28.61
2019-07-25 22:43:00,28.61
2019-07-25 22:44:00,28.61
2019-07-25 22:45:00,28.61
2019-07-25 22:46:00,28.61
2019-07-25 22:47:00,28.61
2019-07-25 22:48:00,28.61
2019-07-25 22:49:00,28.61
2019-07-25 22:50:00,28.61
2019-07-25 22:51:00,28.61
2019-07-25 22:52:00,28.61
2019-07-25 22:53:00,28.61
2019-07-25 22:54:00,28.61
2019-07-25 22:55:00,28.61
2019-07-25 22:56:00,28.61
2019-07-25 22:57:00,28.61
2019-07-25 22:58:00,28.61
2019-07-25 22:59:00,28.61
2019-07-25 23:00:00,32.95
2019-07-25 23:01:00,32.95
2019-07-25 23:02:00,32.95
2019-07-25 23:03:00,32.95
2019-07-25 23:04:00,32.95
2019-07-25 23:05:00,32.95
2019-07-25 23:06:00,32.95
2019-07-25 23:07:00,32.95
2019-07-25 23:08:00,32.95
2019-07-25 23:09:00,32.95
2019-07-25 23:10:00,32.95
2019-07-25 23:11:00,32.95
2019-07-25 23:12:00,32.95
2019-07-25 23:13:00,32.95
2019-07-25 23:14:00,32.95
2019-07-25 23:15:00,32.95
2019-07-25 23:16:00,32.95
2019-07-25 23:17:00,32.95
2019-07-25 23:18:00,32.95
2019-07-25 23:19:00,32.95
2019-07-25 23:20:00,32.95
2019-07-25 23:21:00,32.95
2019-07-25 23:22:00,32.95
2019-07-25 23:23:00,32.95
2019-07-25 23:24:00,32.95
2019-07-25 23:25:00,32.95
2019-07-25 23:26:00,32.95
2019-07-25 23:27:00,32.95
2019-07-25 23:28:00,32.95
2019-07-25 23:29:00,32.95
2019-07-25 23:30:00,32.95
2019-07-25 23:31:00,32.95
2019-07-25 23:32:00,32.95
2019-07-25 23:33:00,32.95
2019-07-25 23:34:00,32.95
2019-07-25 23:35:00,32.95
2019-07-25 23:36:00,32.95
2019-07-25 23:37:00,32.95
2019-07-25 23:38:00,32.95
2019-07-25 23:39:00,32.95
2019-07-25 23:40:00,32.95
2019-07-25 23:41:00,32.95
2019-07-25 23:42:00,32.95
2019-07-25 23:43:00,32.95
2019-07-25 23:44:00,32.95
2019-07-25 23:45:00,32.95
2019-07-25 23:46:00,32.95
2019-07-25 23:47:00,32.95
2019-07-25 23:48:00,32.95
2019-07-25 23:49:00,32.95
2019-07-25 23:50:00,32.95
2019-07-25 23:51:00,32.95
2019-07-25 23:52:00,32.95
2019-07-25 23:53:00,32.95
2019-07-25 23:54:00,32.95
2019-07-25 23:55:00,32.95
2019-07-25 23:56:00,32.95
2019-07-25 23:57:00,32.95
2019-07-25 23:58:00,32.95
2019-07-25 23:59:00,32.95
2019-07-26 00:00:00,32.93
2019-07-26 00:01:00,32.93
2019-07-26 00:02:00,32.93
2019-07-26 00:03:00,32.93
2019-07-26 00:04:00,32.93
2019-07-26 00:05:00,32.93
2019-07-26 00:06:00,32.93
2019-07-26 00:07:00,32.93
2019-07-26 00:08:00,32.93
2019-07-26 00:09:00,32.93
2019-07-26 00:10:00,32.93
2019-07-26 00:11:00,32.93
2019-07-26 00:12:00,32.93
2019-07-26 00:13:00,32.93
2019-07-26 00:14:00,32.93
2019-07-26 00:15:00,32.93
2019-07-26 00:16:00,32.93
2019-07-26 00:17:00,32.93
2019-07-26 00:18:00,32.93
2019-07-26 00:19:00,32.93
2019-07-26 00:20:00,32.93
2019-07-26 00:21:00,32.93
2019-07-26 00:22:00,32.93
2019-07-26 00:23:00,32.93
2019-07-26 00:24:00,32.93
2019-07-26 00:25:00,32.93
2019-07-26 00:26:00,32.93
2019-07-26 00:27:00,32.93
2019-07-26 00:28:00,32.93
2019-07-26 00:29:00,32.93
2019-07-26 00:30:00,32.93
2019-07-26 00:31:00,32.93
2019-07-26 00:32:00,32.93
2019-07-26 00:33:00,32.93
2019-07-26 00:34:00,32.93
2019-07-26 00:35:00,32.93
2019-07-26 00:36:00,32.93
2019-07-26 00:37:00,32.93
2019-07-26 00:38:00,32.93
2019-07-26 00:39:00,32.93
2019-07-26 00:40:00,32.93
2019-07-26 00:41:00,32.93
2019-07-26 00:42:00,32.93
2019-07-26 00:43:00,32.93
2019-07-26 00:44:00,32.93
2019-07-26 00:45:00,32.93
2019-07-26 00:46:00,32.93
2019-07-26 00:47:00,32.93
2019-07-26 00:48:00,32.93
2019-07-26 00:49:00,32.93
2019-07-26 00:50:00,32.93
2019-07-26 00:51:00,32.93
2019-07-26 00:52:00,32.93
2019-07-26 00:53:00,32.93
2019-07-26 00:54:00,32.93
2019-07-26 00:55:00,32.93
2019-07-26 00:56:00,32.93
2019-07-26 00:57:00,32.93
2019-07-26 00:58:00,32.93
2019-07-26 00:59:00,32.93
2019-07-26 01:00:00,28.61
2019-07-26 01:01:00,28.61
2019-07-26 01:02:00,28.61
2019-07-26 01:03:00,28.61
2019-07-26 01:04:00,28.61
2019-07-26 01:05:00,28.61
2019-07-26 01:06:00,28.61
2019-07-26 01:07:00,28.61
2019-07-26 01:08:00,28.61
2019-07-26 01:09:00,28.61
2019-07-26 01:10:00,28.61
2019-07-26 01:11:00,28.61
2019-07-26 01:12:00,28.61
2019-07-26 01:13:00,28.61
2019-07-26 01:14:00,28.61
2019-07-26 01:15:00,28.61
2019-07-26 01:16:00,28.61
2019-07-26 01:17:00,28.61
2019-07-26 01:18:00,28.61
2019-07-26 01:19:00,28.61
2019-07-26 01:20:00,28.61
2019-07-26 01:21:00,28.61
2019-07-26 01:22:00,28.61
2019-07-26 01:23:00,28.61
2019-07-26 01:24:00,28.61
2019-07-26 01:25:00,28.61
2019-07-26 01:26:00,28.61
2019-07-26 01:27:00,28.61
2019-07-26 01:28:00,28.55
2019-07-26 01:29:00,28.55
2019-07-26 01:30:00,28.55
