Date Time,System Marginal Price (SMP),Event occurred at 2017-05-15 05:19:00,Event Message: Sundance 4 online.
2017-05-15 03:41:00,18.28
2017-05-15 03:42:00,18.28
2017-05-15 03:43:00,18.28
2017-05-15 03:44:00,18.28
2017-05-15 03:45:00,18.28
2017-05-15 03:46:00,18.28
2017-05-15 03:47:00,18.28
2017-05-15 03:48:00,18.28
2017-05-15 03:49:00,18.28
2017-05-15 03:50:00,18.28
2017-05-15 03:51:00,18.28
2017-05-15 03:52:00,18.28
2017-05-15 03:53:00,18.28
2017-05-15 03:54:00,18.28
2017-05-15 03:55:00,18.28
2017-05-15 03:56:00,18.28
2017-05-15 03:57:00,18.28
2017-05-15 03:58:00,18.28
2017-05-15 03:59:00,18.28
2017-05-15 04:00:00,18.28
2017-05-15 04:01:00,18.28
2017-05-15 04:02:00,18.28
2017-05-15 04:03:00,18.28
2017-05-15 04:04:00,18.28
2017-05-15 04:05:00,18.28
2017-05-15 04:06:00,18.28
2017-05-15 04:07:00,18.28
2017-05-15 04:08:00,18.28
2017-05-15 04:09:00,18.28
2017-05-15 04:10:00,18.28
2017-05-15 04:11:00,18.28
2017-05-15 04:12:00,18.28
2017-05-15 04:13:00,18.29
2017-05-15 04:14:00,18.29
2017-05-15 04:15:00,18.29
2017-05-15 04:16:00,18.29
2017-05-15 04:17:00,18.29
2017-05-15 04:18:00,18.29
2017-05-15 04:19:00,18.29
2017-05-15 04:20:00,18.29
2017-05-15 04:21:00,18.29
2017-05-15 04:22:00,18.29
2017-05-15 04:23:00,18.29
2017-05-15 04:24:00,18.29
2017-05-15 04:25:00,18.29
2017-05-15 04:26:00,18.29
2017-05-15 04:27:00,18.29
2017-05-15 04:28:00,18.29
2017-05-15 04:29:00,18.29
2017-05-15 04:30:00,18.29
2017-05-15 04:31:00,18.29
2017-05-15 04:32:00,18.29
2017-05-15 04:33:00,18.29
2017-05-15 04:34:00,18.29
2017-05-15 04:35:00,18.29
2017-05-15 04:36:00,18.29
2017-05-15 04:37:00,18.29
2017-05-15 04:38:00,18.29
2017-05-15 04:39:00,18.29
2017-05-15 04:40:00,18.29
2017-05-15 04:41:00,18.29
2017-05-15 04:42:00,18.29
2017-05-15 04:43:00,18.29
2017-05-15 04:44:00,18.29
2017-05-15 04:45:00,18.29
2017-05-15 04:46:00,18.29
2017-05-15 04:47:00,18.29
2017-05-15 04:48:00,18.29
2017-05-15 04:49:00,18.29
2017-05-15 04:50:00,18.29
2017-05-15 04:51:00,18.29
2017-05-15 04:52:00,18.29
2017-05-15 04:53:00,18.29
2017-05-15 04:54:00,18.29
2017-05-15 04:55:00,18.29
2017-05-15 04:56:00,18.29
2017-05-15 04:57:00,18.29
2017-05-15 04:58:00,18.29
2017-05-15 04:59:00,18.29
2017-05-15 05:00:00,18.29
2017-05-15 05:01:00,18.29
2017-05-15 05:02:00,18.29
2017-05-15 05:03:00,18.29
2017-05-15 05:04:00,18.29
2017-05-15 05:05:00,18.29
2017-05-15 05:06:00,18.29
2017-05-15 05:07:00,18.29
2017-05-15 05:08:00,18.29
2017-05-15 05:09:00,18.29
2017-05-15 05:10:00,18.29
2017-05-15 05:11:00,18.29
2017-05-15 05:12:00,18.29
2017-05-15 05:13:00,18.29
2017-05-15 05:14:00,18.29
2017-05-15 05:15:00,18.29
2017-05-15 05:16:00,18.29
2017-05-15 05:17:00,18.29
2017-05-15 05:18:00,18.29
2017-05-15 05:19:00,18.29
2017-05-15 05:20:00,18.29
2017-05-15 05:21:00,18.29
2017-05-15 05:22:00,18.29
2017-05-15 05:23:00,18.29
2017-05-15 05:24:00,18.29
2017-05-15 05:25:00,18.29
2017-05-15 05:26:00,18.29
2017-05-15 05:27:00,18.29
2017-05-15 05:28:00,18.29
2017-05-15 05:29:00,18.29
2017-05-15 05:30:00,18.29
2017-05-15 05:31:00,18.29
2017-05-15 05:32:00,18.29
2017-05-15 05:33:00,18.29
2017-05-15 05:34:00,18.29
2017-05-15 05:35:00,18.29
2017-05-15 05:36:00,18.29
2017-05-15 05:37:00,18.29
2017-05-15 05:38:00,18.29
2017-05-15 05:39:00,18.29
2017-05-15 05:40:00,18.29
2017-05-15 05:41:00,18.29
2017-05-15 05:42:00,18.29
2017-05-15 05:43:00,18.29
2017-05-15 05:44:00,18.3
2017-05-15 05:45:00,18.3
2017-05-15 05:46:00,18.3
2017-05-15 05:47:00,18.3
2017-05-15 05:48:00,18.3
2017-05-15 05:49:00,18.3
2017-05-15 05:50:00,18.3
2017-05-15 05:51:00,18.3
2017-05-15 05:52:00,18.3
2017-05-15 05:53:00,18.3
2017-05-15 05:54:00,18.3
2017-05-15 05:55:00,18.3
2017-05-15 05:56:00,18.3
2017-05-15 05:57:00,18.3
2017-05-15 05:58:00,18.3
2017-05-15 05:59:00,18.3
2017-05-15 06:00:00,18.3
2017-05-15 06:01:00,18.3
2017-05-15 06:02:00,18.3
2017-05-15 06:03:00,18.3
2017-05-15 06:04:00,19.5
2017-05-15 06:05:00,19.5
2017-05-15 06:06:00,19.5
2017-05-15 06:07:00,19.5
2017-05-15 06:08:00,19.5
2017-05-15 06:09:00,19.5
2017-05-15 06:10:00,19.5
2017-05-15 06:11:00,19.5
2017-05-15 06:12:00,19.5
2017-05-15 06:13:00,19.5
2017-05-15 06:14:00,19.5
2017-05-15 06:15:00,19.5
2017-05-15 06:16:00,19.5
2017-05-15 06:17:00,19.5
2017-05-15 06:18:00,19.5
2017-05-15 06:19:00,19.5
2017-05-15 06:20:00,19.5
2017-05-15 06:21:00,19.5
2017-05-15 06:22:00,19.5
2017-05-15 06:23:00,20.4
2017-05-15 06:24:00,20.42
2017-05-15 06:25:00,20.42
2017-05-15 06:26:00,20.42
2017-05-15 06:27:00,20.42
2017-05-15 06:28:00,20.42
2017-05-15 06:29:00,20.42
2017-05-15 06:30:00,20.42
2017-05-15 06:31:00,20.42
2017-05-15 06:32:00,20.42
2017-05-15 06:33:00,20.42
2017-05-15 06:34:00,20.42
2017-05-15 06:35:00,20.42
2017-05-15 06:36:00,20.42
2017-05-15 06:37:00,20.42
2017-05-15 06:38:00,20.42
2017-05-15 06:39:00,20.42
2017-05-15 06:40:00,20.42
2017-05-15 06:41:00,20.42
2017-05-15 06:42:00,20.42
2017-05-15 06:43:00,20.42
2017-05-15 06:44:00,20.42
2017-05-15 06:45:00,20.42
2017-05-15 06:46:00,20.42
2017-05-15 06:47:00,20.42
2017-05-15 06:48:00,22.8
2017-05-15 06:49:00,22.8
2017-05-15 06:50:00,22.8
2017-05-15 06:51:00,27.77
2017-05-15 06:52:00,27.77
2017-05-15 06:53:00,27.77
2017-05-15 06:54:00,27.77
2017-05-15 06:55:00,27.77
2017-05-15 06:56:00,27.77
2017-05-15 06:57:00,27.77
2017-05-15 06:58:00,27.77
2017-05-15 06:59:00,27.77
2017-05-15 07:00:00,27.8
2017-05-15 07:01:00,27.8
2017-05-15 07:02:00,27.8
2017-05-15 07:03:00,27.8
2017-05-15 07:04:00,27.8
2017-05-15 07:05:00,27.8
2017-05-15 07:06:00,27.8
2017-05-15 07:07:00,27.8
2017-05-15 07:08:00,27.8
2017-05-15 07:09:00,33.25
2017-05-15 07:10:00,34.34
2017-05-15 07:11:00,34.34
2017-05-15 07:12:00,34.34
2017-05-15 07:13:00,38.4
2017-05-15 07:14:00,38.4
2017-05-15 07:15:00,38.4
2017-05-15 07:16:00,38.4
2017-05-15 07:17:00,38.4
2017-05-15 07:18:00,38.4
2017-05-15 07:19:00,38.4
2017-05-15 07:20:00,38.4
2017-05-15 07:21:00,38.4
2017-05-15 07:22:00,38.4
2017-05-15 07:23:00,38.4
2017-05-15 07:24:00,38.4
2017-05-15 07:25:00,38.4
2017-05-15 07:26:00,38.4
2017-05-15 07:27:00,38.4
2017-05-15 07:28:00,38.4
2017-05-15 07:29:00,38.4
2017-05-15 07:30:00,38.4
2017-05-15 07:31:00,38.4
2017-05-15 07:32:00,38.4
2017-05-15 07:33:00,38.4
2017-05-15 07:34:00,38.4
2017-05-15 07:35:00,38.4
2017-05-15 07:36:00,38.4
2017-05-15 07:37:00,38.4
2017-05-15 07:38:00,38.4
2017-05-15 07:39:00,38.4
2017-05-15 07:40:00,38.4
2017-05-15 07:41:00,38.4
2017-05-15 07:42:00,38.4
2017-05-15 07:43:00,38.4
2017-05-15 07:44:00,47.59
2017-05-15 07:45:00,47.59
2017-05-15 07:46:00,47.59
2017-05-15 07:47:00,47.59
2017-05-15 07:48:00,47.59
2017-05-15 07:49:00,47.59
2017-05-15 07:50:00,47.59
2017-05-15 07:51:00,47.59
2017-05-15 07:52:00,47.59
2017-05-15 07:53:00,47.59
2017-05-15 07:54:00,47.59
2017-05-15 07:55:00,47.59
2017-05-15 07:56:00,47.59
2017-05-15 07:57:00,47.59
2017-05-15 07:58:00,47.59
2017-05-15 07:59:00,47.59
2017-05-15 08:00:00,53.77
2017-05-15 08:01:00,53.77
2017-05-15 08:02:00,53.77
2017-05-15 08:03:00,53.77
2017-05-15 08:04:00,53.77
2017-05-15 08:05:00,53.77
2017-05-15 08:06:00,53.77
2017-05-15 08:07:00,53.77
2017-05-15 08:08:00,53.77
2017-05-15 08:09:00,53.77
2017-05-15 08:10:00,53.77
2017-05-15 08:11:00,53.77
2017-05-15 08:12:00,53.77
2017-05-15 08:13:00,53.77
2017-05-15 08:14:00,53.77
2017-05-15 08:15:00,53.77
2017-05-15 08:16:00,53.77
2017-05-15 08:17:00,53.77
2017-05-15 08:18:00,53.77
