Date Time,System Marginal Price (SMP),Event occurred at 2018-10-05 15:50:00,Event Message: Path 83 back in service.
2018-10-05 16:53:00,37.75
2018-10-05 16:54:00,37.75
2018-10-05 16:55:00,37.75
2018-10-05 16:56:00,37.75
2018-10-05 16:57:00,37.75
2018-10-05 16:58:00,37.75
2018-10-05 16:59:00,37.75
2018-10-05 17:00:00,37.75
2018-10-05 17:01:00,37.75
2018-10-05 17:02:00,37.75
2018-10-05 17:03:00,37.75
2018-10-05 17:04:00,37.75
2018-10-05 17:05:00,37.75
2018-10-05 17:06:00,37.75
2018-10-05 17:07:00,37.75
2018-10-05 17:08:00,37.75
2018-10-05 17:09:00,33.26
2018-10-05 17:10:00,33.26
2018-10-05 17:11:00,33.26
2018-10-05 17:12:00,33.26
2018-10-05 17:13:00,33.26
2018-10-05 17:14:00,33.26
2018-10-05 17:15:00,33.26
2018-10-05 17:16:00,33.26
2018-10-05 17:17:00,33.26
2018-10-05 17:18:00,33.26
2018-10-05 17:19:00,33.26
2018-10-05 17:20:00,33.26
2018-10-05 17:21:00,33.26
2018-10-05 17:22:00,33.26
2018-10-05 17:23:00,33.26
2018-10-05 17:24:00,33.26
2018-10-05 17:25:00,33.26
2018-10-05 17:26:00,33.26
2018-10-05 17:27:00,33.26
2018-10-05 17:28:00,33.26
2018-10-05 17:29:00,33.26
2018-10-05 17:30:00,33.26
2018-10-05 17:31:00,33.26
2018-10-05 17:32:00,33.26
2018-10-05 17:33:00,33.26
2018-10-05 17:34:00,33.26
2018-10-05 17:35:00,33.26
2018-10-05 17:36:00,33.26
2018-10-05 17:37:00,33.26
2018-10-05 17:38:00,33.26
2018-10-05 17:39:00,33.26
2018-10-05 17:40:00,33.26
2018-10-05 17:41:00,33.26
2018-10-05 17:42:00,33.26
2018-10-05 17:43:00,33.26
2018-10-05 17:44:00,33.26
2018-10-05 17:45:00,33.26
2018-10-05 17:46:00,33.26
2018-10-05 17:47:00,33.26
2018-10-05 17:48:00,33.26
2018-10-05 17:49:00,33.26
2018-10-05 17:50:00,33.26
2018-10-05 17:51:00,33.26
2018-10-05 17:52:00,33.26
2018-10-05 17:53:00,33.26
2018-10-05 17:54:00,33.26
2018-10-05 17:55:00,33.26
2018-10-05 17:56:00,33.26
2018-10-05 17:57:00,33.26
2018-10-05 17:58:00,33.26
2018-10-05 17:59:00,33.26
2018-10-05 18:00:00,33.26
2018-10-05 18:01:00,33.26
2018-10-05 18:02:00,33.26
2018-10-05 18:03:00,33.26
2018-10-05 18:04:00,33.26
2018-10-05 18:05:00,33.26
2018-10-05 18:06:00,33.26
2018-10-05 18:07:00,33.26
2018-10-05 18:08:00,33.26
2018-10-05 18:09:00,33.26
2018-10-05 18:10:00,33.26
2018-10-05 18:11:00,33.26
2018-10-05 18:12:00,33.26
2018-10-05 18:13:00,33.26
2018-10-05 18:14:00,33.26
2018-10-05 18:15:00,33.26
2018-10-05 18:16:00,33.26
2018-10-05 18:17:00,33.26
2018-10-05 18:18:00,33.26
2018-10-05 18:19:00,33.26
2018-10-05 18:20:00,33.26
2018-10-05 18:21:00,33.26
2018-10-05 18:22:00,33.26
2018-10-05 18:23:00,33.26
2018-10-05 18:24:00,33.26
2018-10-05 18:25:00,33.26
2018-10-05 18:26:00,33.26
2018-10-05 18:27:00,33.26
2018-10-05 18:28:00,33.26
2018-10-05 18:29:00,33.26
2018-10-05 18:30:00,33.26
2018-10-05 18:31:00,33.26
2018-10-05 18:32:00,33.26
2018-10-05 18:33:00,33.26
2018-10-05 18:34:00,33.26
2018-10-05 18:35:00,33.26
2018-10-05 18:36:00,33.26
2018-10-05 18:37:00,33.26
2018-10-05 18:38:00,33.26
2018-10-05 18:39:00,33.26
2018-10-05 18:40:00,33.26
2018-10-05 18:41:00,33.26
2018-10-05 18:42:00,33.26
2018-10-05 18:43:00,33.26
2018-10-05 18:44:00,33.26
2018-10-05 18:45:00,33.26
2018-10-05 18:46:00,33.26
2018-10-05 18:47:00,33.26
2018-10-05 18:48:00,33.26
2018-10-05 18:49:00,33.26
