Date Time,System Marginal Price (SMP),Event occurred at 2017-08-16 21:01:00,Event Message: Path 83 in service.
2017-08-16 19:47:00,18.39
2017-08-16 19:48:00,18.39
2017-08-16 19:49:00,18.39
2017-08-16 19:50:00,18.39
2017-08-16 19:51:00,18.39
2017-08-16 19:52:00,18.39
2017-08-16 19:53:00,18.39
2017-08-16 19:54:00,18.39
2017-08-16 19:55:00,18.39
2017-08-16 19:56:00,18.39
2017-08-16 19:57:00,18.39
2017-08-16 19:58:00,18.39
2017-08-16 19:59:00,18.39
2017-08-16 20:00:00,18.39
2017-08-16 20:01:00,18.39
2017-08-16 20:02:00,18.39
2017-08-16 20:03:00,18.39
2017-08-16 20:04:00,18.39
2017-08-16 20:05:00,18.39
2017-08-16 20:06:00,18.39
2017-08-16 20:07:00,18.39
2017-08-16 20:08:00,18.39
2017-08-16 20:09:00,18.39
2017-08-16 20:10:00,18.39
2017-08-16 20:11:00,18.39
2017-08-16 20:12:00,18.39
2017-08-16 20:13:00,18.39
2017-08-16 20:14:00,18.39
2017-08-16 20:15:00,18.39
2017-08-16 20:16:00,18.39
2017-08-16 20:17:00,18.39
2017-08-16 20:18:00,18.39
2017-08-16 20:19:00,18.39
2017-08-16 20:20:00,18.39
2017-08-16 20:21:00,18.39
2017-08-16 20:22:00,18.39
2017-08-16 20:23:00,18.39
2017-08-16 20:24:00,18.39
2017-08-16 20:25:00,18.39
2017-08-16 20:26:00,18.39
2017-08-16 20:27:00,18.39
2017-08-16 20:28:00,18.39
2017-08-16 20:29:00,18.39
2017-08-16 20:30:00,18.39
2017-08-16 20:31:00,18.39
2017-08-16 20:32:00,18.39
2017-08-16 20:33:00,18.39
2017-08-16 20:34:00,18.39
2017-08-16 20:35:00,18.39
2017-08-16 20:36:00,18.39
2017-08-16 20:37:00,18.39
2017-08-16 20:38:00,18.39
2017-08-16 20:39:00,18.39
2017-08-16 20:40:00,18.39
2017-08-16 20:41:00,18.39
2017-08-16 20:42:00,18.39
2017-08-16 20:43:00,18.39
2017-08-16 20:44:00,18.39
2017-08-16 20:45:00,18.39
2017-08-16 20:46:00,18.39
2017-08-16 20:47:00,18.39
2017-08-16 20:48:00,18.5
2017-08-16 20:49:00,18.5
2017-08-16 20:50:00,18.5
2017-08-16 20:51:00,18.5
2017-08-16 20:52:00,18.5
2017-08-16 20:53:00,18.5
2017-08-16 20:54:00,18.51
2017-08-16 20:55:00,18.51
2017-08-16 20:56:00,18.51
2017-08-16 20:57:00,18.51
2017-08-16 20:58:00,18.51
2017-08-16 20:59:00,18.51
2017-08-16 21:00:00,18.51
2017-08-16 21:01:00,18.51
2017-08-16 21:02:00,18.51
2017-08-16 21:03:00,18.51
2017-08-16 21:04:00,18.51
2017-08-16 21:05:00,18.51
2017-08-16 21:06:00,18.51
2017-08-16 21:07:00,18.51
2017-08-16 21:08:00,19.0
2017-08-16 21:09:00,19.0
2017-08-16 21:10:00,19.0
2017-08-16 21:11:00,19.0
2017-08-16 21:12:00,19.0
2017-08-16 21:13:00,19.0
2017-08-16 21:14:00,19.0
2017-08-16 21:15:00,19.0
2017-08-16 21:16:00,19.0
2017-08-16 21:17:00,19.0
2017-08-16 21:18:00,19.32
2017-08-16 21:19:00,19.32
2017-08-16 21:20:00,19.32
2017-08-16 21:21:00,19.32
2017-08-16 21:22:00,19.32
2017-08-16 21:23:00,19.32
2017-08-16 21:24:00,19.32
2017-08-16 21:25:00,19.32
2017-08-16 21:26:00,19.32
2017-08-16 21:27:00,19.32
2017-08-16 21:28:00,19.32
2017-08-16 21:29:00,19.32
2017-08-16 21:30:00,19.32
2017-08-16 21:31:00,19.32
2017-08-16 21:32:00,19.32
2017-08-16 21:33:00,19.32
2017-08-16 21:34:00,19.32
2017-08-16 21:35:00,19.32
2017-08-16 21:36:00,19.32
2017-08-16 21:37:00,19.32
2017-08-16 21:38:00,19.32
2017-08-16 21:39:00,18.85
2017-08-16 21:40:00,18.85
2017-08-16 21:41:00,18.85
2017-08-16 21:42:00,18.85
2017-08-16 21:43:00,18.5
2017-08-16 21:44:00,18.5
2017-08-16 21:45:00,18.5
2017-08-16 21:46:00,18.5
2017-08-16 21:47:00,18.5
2017-08-16 21:48:00,18.5
2017-08-16 21:49:00,18.5
2017-08-16 21:50:00,18.5
2017-08-16 21:51:00,18.5
2017-08-16 21:52:00,18.5
2017-08-16 21:53:00,18.5
2017-08-16 21:54:00,18.5
2017-08-16 21:55:00,18.39
2017-08-16 21:56:00,18.39
2017-08-16 21:57:00,18.39
2017-08-16 21:58:00,18.39
2017-08-16 21:59:00,18.39
2017-08-16 22:00:00,18.39
2017-08-16 22:01:00,18.39
2017-08-16 22:02:00,18.39
2017-08-16 22:03:00,18.39
2017-08-16 22:04:00,18.39
2017-08-16 22:05:00,18.39
2017-08-16 22:06:00,18.39
2017-08-16 22:07:00,18.39
2017-08-16 22:08:00,18.39
2017-08-16 22:09:00,18.39
2017-08-16 22:10:00,18.39
2017-08-16 22:11:00,18.39
2017-08-16 22:12:00,18.39
2017-08-16 22:13:00,18.39
2017-08-16 22:14:00,18.39
2017-08-16 22:15:00,18.39
2017-08-16 22:16:00,18.39
2017-08-16 22:17:00,18.39
2017-08-16 22:18:00,18.39
2017-08-16 22:19:00,18.39
2017-08-16 22:20:00,18.39
2017-08-16 22:21:00,18.39
2017-08-16 22:22:00,18.39
2017-08-16 22:23:00,18.39
2017-08-16 22:24:00,18.39
2017-08-16 22:25:00,18.39
2017-08-16 22:26:00,18.39
2017-08-16 22:27:00,18.39
2017-08-16 22:28:00,18.39
2017-08-16 22:29:00,18.39
2017-08-16 22:30:00,18.39
2017-08-16 22:31:00,18.39
2017-08-16 22:32:00,18.39
2017-08-16 22:33:00,18.39
2017-08-16 22:34:00,18.39
2017-08-16 22:35:00,18.39
2017-08-16 22:36:00,18.39
2017-08-16 22:37:00,18.39
2017-08-16 22:38:00,18.39
2017-08-16 22:39:00,18.39
2017-08-16 22:40:00,18.39
2017-08-16 22:41:00,18.39
2017-08-16 22:42:00,18.39
2017-08-16 22:43:00,18.39
2017-08-16 22:44:00,18.29
2017-08-16 22:45:00,18.29
2017-08-16 22:46:00,18.29
2017-08-16 22:47:00,18.29
2017-08-16 22:48:00,18.29
2017-08-16 22:49:00,18.29
2017-08-16 22:50:00,18.29
2017-08-16 22:51:00,18.29
2017-08-16 22:52:00,18.29
2017-08-16 22:53:00,18.29
2017-08-16 22:54:00,18.29
2017-08-16 22:55:00,18.29
2017-08-16 22:56:00,18.29
2017-08-16 22:57:00,18.29
2017-08-16 22:58:00,18.29
2017-08-16 22:59:00,18.29
2017-08-16 23:00:00,18.28
2017-08-16 23:01:00,18.28
2017-08-16 23:02:00,18.28
2017-08-16 23:03:00,18.28
2017-08-16 23:04:00,18.28
2017-08-16 23:05:00,18.28
2017-08-16 23:06:00,18.28
2017-08-16 23:07:00,18.28
2017-08-16 23:08:00,18.28
2017-08-16 23:09:00,18.28
2017-08-16 23:10:00,18.28
2017-08-16 23:11:00,18.28
2017-08-16 23:12:00,18.28
2017-08-16 23:13:00,18.28
2017-08-16 23:14:00,18.28
2017-08-16 23:15:00,18.28
2017-08-16 23:16:00,18.28
2017-08-16 23:17:00,18.28
2017-08-16 23:18:00,18.28
2017-08-16 23:19:00,18.28
2017-08-16 23:20:00,18.28
2017-08-16 23:21:00,18.28
2017-08-16 23:22:00,18.28
2017-08-16 23:23:00,18.28
2017-08-16 23:24:00,18.28
2017-08-16 23:25:00,18.28
2017-08-16 23:26:00,18.28
2017-08-16 23:27:00,18.28
2017-08-16 23:28:00,18.28
2017-08-16 23:29:00,18.28
2017-08-16 23:30:00,18.28
2017-08-16 23:31:00,18.28
2017-08-16 23:32:00,18.28
2017-08-16 23:33:00,16.99
2017-08-16 23:34:00,16.99
2017-08-16 23:35:00,16.99
2017-08-16 23:36:00,16.99
2017-08-16 23:37:00,16.99
2017-08-16 23:38:00,16.99
2017-08-16 23:39:00,15.41
2017-08-16 23:40:00,15.41
2017-08-16 23:41:00,15.41
2017-08-16 23:42:00,15.41
2017-08-16 23:43:00,15.41
2017-08-16 23:44:00,15.41
2017-08-16 23:45:00,15.41
2017-08-16 23:46:00,15.41
2017-08-16 23:47:00,15.41
2017-08-16 23:48:00,15.41
2017-08-16 23:49:00,15.41
2017-08-16 23:50:00,15.41
2017-08-16 23:51:00,15.41
2017-08-16 23:52:00,15.41
2017-08-16 23:53:00,15.41
2017-08-16 23:54:00,15.41
2017-08-16 23:55:00,15.41
2017-08-16 23:56:00,15.41
2017-08-16 23:57:00,15.41
2017-08-16 23:58:00,15.41
2017-08-16 23:59:00,15.41
2017-08-17 00:00:00,15.37
