Date Time,System Marginal Price (SMP),Event occurred at 2018-03-25 22:02:00,Event Message: Battle River #4 online.
2018-03-25 22:26:00,27.18
2018-03-25 22:27:00,27.18
2018-03-25 22:28:00,27.18
2018-03-25 22:29:00,27.18
2018-03-25 22:30:00,27.18
2018-03-25 22:31:00,27.18
2018-03-25 22:32:00,27.18
2018-03-25 22:33:00,27.18
2018-03-25 22:34:00,27.18
2018-03-25 22:35:00,27.18
2018-03-25 22:36:00,27.16
2018-03-25 22:37:00,27.16
2018-03-25 22:38:00,27.16
2018-03-25 22:39:00,27.16
2018-03-25 22:40:00,27.16
2018-03-25 22:41:00,27.16
2018-03-25 22:42:00,27.16
2018-03-25 22:43:00,27.16
2018-03-25 22:44:00,27.16
2018-03-25 22:45:00,27.16
2018-03-25 22:46:00,27.16
2018-03-25 22:47:00,27.16
2018-03-25 22:48:00,27.16
2018-03-25 22:49:00,27.16
2018-03-25 22:50:00,27.16
2018-03-25 22:51:00,27.16
2018-03-25 22:52:00,27.16
2018-03-25 22:53:00,27.16
2018-03-25 22:54:00,27.16
2018-03-25 22:55:00,27.16
2018-03-25 22:56:00,27.16
2018-03-25 22:57:00,27.16
2018-03-25 22:58:00,27.16
2018-03-25 22:59:00,27.16
2018-03-25 23:00:00,27.16
2018-03-25 23:01:00,27.16
2018-03-25 23:02:00,27.16
2018-03-25 23:03:00,27.16
2018-03-25 23:04:00,27.16
2018-03-25 23:05:00,27.16
2018-03-25 23:06:00,27.16
2018-03-25 23:07:00,27.16
2018-03-25 23:08:00,27.16
2018-03-25 23:09:00,27.16
2018-03-25 23:10:00,27.16
2018-03-25 23:11:00,27.16
2018-03-25 23:12:00,27.16
2018-03-25 23:13:00,27.16
2018-03-25 23:14:00,27.16
2018-03-25 23:15:00,27.16
2018-03-25 23:16:00,27.16
2018-03-25 23:17:00,27.16
2018-03-25 23:18:00,27.16
2018-03-25 23:19:00,27.16
2018-03-25 23:20:00,27.16
2018-03-25 23:21:00,27.16
2018-03-25 23:22:00,27.15
2018-03-25 23:23:00,27.15
2018-03-25 23:24:00,27.15
2018-03-25 23:25:00,27.1
2018-03-25 23:26:00,27.1
2018-03-25 23:27:00,27.1
2018-03-25 23:28:00,27.1
2018-03-25 23:29:00,27.1
2018-03-25 23:30:00,27.1
2018-03-25 23:31:00,27.1
2018-03-25 23:32:00,27.1
2018-03-25 23:33:00,27.01
2018-03-25 23:34:00,27.01
2018-03-25 23:35:00,27.01
2018-03-25 23:36:00,27.01
2018-03-25 23:37:00,27.01
2018-03-25 23:38:00,27.01
2018-03-25 23:39:00,26.05
2018-03-25 23:40:00,26.05
2018-03-25 23:41:00,26.05
2018-03-25 23:42:00,26.05
2018-03-25 23:43:00,26.05
2018-03-25 23:44:00,26.05
2018-03-25 23:45:00,26.05
2018-03-25 23:46:00,26.05
2018-03-25 23:47:00,26.05
2018-03-25 23:48:00,26.05
2018-03-25 23:49:00,26.05
2018-03-25 23:50:00,26.05
2018-03-25 23:51:00,26.05
2018-03-25 23:52:00,26.05
2018-03-25 23:53:00,26.05
2018-03-25 23:54:00,26.05
2018-03-25 23:55:00,26.05
2018-03-25 23:56:00,26.05
2018-03-25 23:57:00,26.05
2018-03-25 23:58:00,26.05
2018-03-25 23:59:00,26.05
2018-03-26 00:00:00,25.51
2018-03-26 00:01:00,25.51
2018-03-26 00:02:00,25.51
2018-03-26 00:03:00,25.51
2018-03-26 00:04:00,25.51
2018-03-26 00:05:00,25.51
2018-03-26 00:06:00,25.51
2018-03-26 00:07:00,25.51
2018-03-26 00:08:00,25.51
2018-03-26 00:09:00,25.51
2018-03-26 00:10:00,25.51
2018-03-26 00:11:00,25.51
2018-03-26 00:12:00,25.51
2018-03-26 00:13:00,25.51
2018-03-26 00:14:00,25.51
2018-03-26 00:15:00,25.51
2018-03-26 00:16:00,25.51
2018-03-26 00:17:00,25.51
2018-03-26 00:18:00,25.51
2018-03-26 00:19:00,25.51
2018-03-26 00:20:00,25.51
2018-03-26 00:21:00,25.51
2018-03-26 00:22:00,25.51
2018-03-26 00:23:00,25.51
2018-03-26 00:24:00,25.51
2018-03-26 00:25:00,25.51
2018-03-26 00:26:00,25.51
2018-03-26 00:27:00,25.51
2018-03-26 00:28:00,25.51
2018-03-26 00:29:00,25.51
2018-03-26 00:30:00,25.51
2018-03-26 00:31:00,25.51
2018-03-26 00:32:00,25.51
2018-03-26 00:33:00,25.51
2018-03-26 00:34:00,25.51
2018-03-26 00:35:00,25.51
2018-03-26 00:36:00,25.51
2018-03-26 00:37:00,25.51
2018-03-26 00:38:00,25.51
2018-03-26 00:39:00,25.51
2018-03-26 00:40:00,25.51
2018-03-26 00:41:00,25.51
2018-03-26 00:42:00,25.51
2018-03-26 00:43:00,25.51
2018-03-26 00:44:00,25.51
2018-03-26 00:45:00,25.51
2018-03-26 00:46:00,25.51
2018-03-26 00:47:00,25.51
2018-03-26 00:48:00,25.51
2018-03-26 00:49:00,25.51
2018-03-26 00:50:00,25.51
2018-03-26 00:51:00,25.51
2018-03-26 00:52:00,25.51
2018-03-26 00:53:00,25.51
2018-03-26 00:54:00,25.51
2018-03-26 00:55:00,25.51
2018-03-26 00:56:00,25.51
2018-03-26 00:57:00,25.51
2018-03-26 00:58:00,25.51
2018-03-26 00:59:00,25.51
2018-03-26 01:00:00,25.51
2018-03-26 01:01:00,25.51
