Date Time,System Marginal Price (SMP),Event occurred at 2017-05-25 18:10:00,Event Message: Sheerness 1 on line.
2017-05-25 17:57:00,27.77
2017-05-25 17:58:00,27.77
2017-05-25 17:59:00,27.77
2017-05-25 18:00:00,27.77
2017-05-25 18:01:00,27.77
2017-05-25 18:02:00,27.77
2017-05-25 18:03:00,27.77
2017-05-25 18:04:00,27.77
2017-05-25 18:05:00,27.77
2017-05-25 18:06:00,27.77
2017-05-25 18:07:00,27.77
2017-05-25 18:08:00,27.77
2017-05-25 18:09:00,27.77
2017-05-25 18:10:00,27.77
2017-05-25 18:11:00,27.77
2017-05-25 18:12:00,27.77
2017-05-25 18:13:00,27.77
2017-05-25 18:14:00,27.77
2017-05-25 18:15:00,27.77
2017-05-25 18:16:00,27.77
2017-05-25 18:17:00,27.77
2017-05-25 18:18:00,21.8
2017-05-25 18:19:00,21.8
2017-05-25 18:20:00,21.8
2017-05-25 18:21:00,21.8
2017-05-25 18:22:00,21.8
2017-05-25 18:23:00,21.8
2017-05-25 18:24:00,21.8
2017-05-25 18:25:00,21.8
2017-05-25 18:26:00,21.8
2017-05-25 18:27:00,21.8
2017-05-25 18:28:00,21.8
2017-05-25 18:29:00,21.8
2017-05-25 18:30:00,21.8
2017-05-25 18:31:00,21.8
2017-05-25 18:32:00,21.8
2017-05-25 18:33:00,21.8
2017-05-25 18:34:00,21.8
2017-05-25 18:35:00,21.8
2017-05-25 18:36:00,21.8
2017-05-25 18:37:00,21.8
2017-05-25 18:38:00,21.8
2017-05-25 18:39:00,21.8
2017-05-25 18:40:00,21.8
2017-05-25 18:41:00,21.8
2017-05-25 18:42:00,21.8
2017-05-25 18:43:00,21.8
2017-05-25 18:44:00,21.8
2017-05-25 18:45:00,21.8
2017-05-25 18:46:00,21.8
2017-05-25 18:47:00,21.8
2017-05-25 18:48:00,21.8
2017-05-25 18:49:00,21.8
2017-05-25 18:50:00,21.8
2017-05-25 18:51:00,21.8
2017-05-25 18:52:00,21.8
2017-05-25 18:53:00,21.8
2017-05-25 18:54:00,21.8
2017-05-25 18:55:00,21.8
2017-05-25 18:56:00,21.8
2017-05-25 18:57:00,21.8
2017-05-25 18:58:00,21.8
2017-05-25 18:59:00,21.8
2017-05-25 19:00:00,24.59
2017-05-25 19:01:00,24.59
2017-05-25 19:02:00,24.59
2017-05-25 19:03:00,24.59
2017-05-25 19:04:00,24.59
2017-05-25 19:05:00,24.59
2017-05-25 19:06:00,24.59
2017-05-25 19:07:00,24.59
2017-05-25 19:08:00,24.59
2017-05-25 19:09:00,24.59
2017-05-25 19:10:00,24.59
2017-05-25 19:11:00,24.59
2017-05-25 19:12:00,24.59
2017-05-25 19:13:00,24.59
2017-05-25 19:14:00,24.59
2017-05-25 19:15:00,24.59
2017-05-25 19:16:00,24.59
2017-05-25 19:17:00,24.59
2017-05-25 19:18:00,24.59
2017-05-25 19:19:00,24.59
2017-05-25 19:20:00,24.59
2017-05-25 19:21:00,24.59
2017-05-25 19:22:00,24.59
2017-05-25 19:23:00,24.59
2017-05-25 19:24:00,24.59
2017-05-25 19:25:00,24.59
2017-05-25 19:26:00,24.59
2017-05-25 19:27:00,24.59
2017-05-25 19:28:00,20.42
2017-05-25 19:29:00,20.42
2017-05-25 19:30:00,20.42
2017-05-25 19:31:00,20.42
2017-05-25 19:32:00,20.42
2017-05-25 19:33:00,20.42
2017-05-25 19:34:00,20.42
2017-05-25 19:35:00,20.42
2017-05-25 19:36:00,20.42
2017-05-25 19:37:00,20.42
2017-05-25 19:38:00,20.42
2017-05-25 19:39:00,20.42
2017-05-25 19:40:00,20.42
2017-05-25 19:41:00,20.42
2017-05-25 19:42:00,20.42
2017-05-25 19:43:00,20.42
2017-05-25 19:44:00,20.42
2017-05-25 19:45:00,20.42
2017-05-25 19:46:00,20.42
2017-05-25 19:47:00,20.42
2017-05-25 19:48:00,20.42
2017-05-25 19:49:00,20.42
2017-05-25 19:50:00,20.42
2017-05-25 19:51:00,20.42
2017-05-25 19:52:00,20.42
2017-05-25 19:53:00,20.42
2017-05-25 19:54:00,20.42
2017-05-25 19:55:00,20.42
2017-05-25 19:56:00,20.42
2017-05-25 19:57:00,20.42
2017-05-25 19:58:00,20.42
2017-05-25 19:59:00,20.42
2017-05-25 20:00:00,20.42
2017-05-25 20:01:00,20.42
2017-05-25 20:02:00,20.42
2017-05-25 20:03:00,20.42
2017-05-25 20:04:00,20.42
2017-05-25 20:05:00,20.42
2017-05-25 20:06:00,20.42
2017-05-25 20:07:00,20.42
2017-05-25 20:08:00,20.42
2017-05-25 20:09:00,20.42
2017-05-25 20:10:00,20.42
2017-05-25 20:11:00,20.42
2017-05-25 20:12:00,20.42
2017-05-25 20:13:00,20.42
2017-05-25 20:14:00,20.42
2017-05-25 20:15:00,20.42
2017-05-25 20:16:00,20.42
2017-05-25 20:17:00,20.42
2017-05-25 20:18:00,20.42
2017-05-25 20:19:00,20.42
2017-05-25 20:20:00,20.42
2017-05-25 20:21:00,20.42
2017-05-25 20:22:00,20.42
2017-05-25 20:23:00,20.42
2017-05-25 20:24:00,20.42
2017-05-25 20:25:00,20.42
2017-05-25 20:26:00,20.42
2017-05-25 20:27:00,20.42
2017-05-25 20:28:00,20.42
2017-05-25 20:29:00,20.42
2017-05-25 20:30:00,20.42
2017-05-25 20:31:00,20.42
2017-05-25 20:32:00,20.42
2017-05-25 20:33:00,20.42
2017-05-25 20:34:00,20.42
2017-05-25 20:35:00,20.42
2017-05-25 20:36:00,20.42
2017-05-25 20:37:00,20.42
2017-05-25 20:38:00,20.42
2017-05-25 20:39:00,20.42
2017-05-25 20:40:00,19.15
2017-05-25 20:41:00,19.15
2017-05-25 20:42:00,19.15
2017-05-25 20:43:00,19.15
2017-05-25 20:44:00,19.15
2017-05-25 20:45:00,19.15
2017-05-25 20:46:00,19.15
2017-05-25 20:47:00,19.15
2017-05-25 20:48:00,19.15
2017-05-25 20:49:00,19.15
2017-05-25 20:50:00,19.15
2017-05-25 20:51:00,19.15
2017-05-25 20:52:00,19.15
2017-05-25 20:53:00,19.15
2017-05-25 20:54:00,19.15
2017-05-25 20:55:00,19.15
2017-05-25 20:56:00,19.15
2017-05-25 20:57:00,19.15
2017-05-25 20:58:00,19.15
2017-05-25 20:59:00,19.15
2017-05-25 21:00:00,19.15
2017-05-25 21:01:00,19.15
2017-05-25 21:02:00,19.15
2017-05-25 21:03:00,19.15
2017-05-25 21:04:00,19.15
2017-05-25 21:05:00,19.15
2017-05-25 21:06:00,19.15
2017-05-25 21:07:00,19.15
2017-05-25 21:08:00,19.15
2017-05-25 21:09:00,19.15
